Server address : 10.10.1.1:4433, Client address 10.10.1.2:4994
Server address : 10.10.2.1:5021, Client address 10.10.2.2:6234
Server address : 10.10.1.1:5920, Client address 10.10.1.2:5846
Server address : 10.10.2.1:4487, Client address 10.10.2.2:5499
Server address : 10.10.1.1:6198, Client address 10.10.1.2:6381
Server address : 10.10.2.1:6444, Client address 10.10.2.2:6036
Server address : 10.10.1.1:6442, Client address 10.10.1.2:5995
Server address : 10.10.2.1:6050, Client address 10.10.2.2:5594
Server address : 10.10.1.1:5813, Client address 10.10.1.2:5963
Server address : 10.10.2.1:4953, Client address 10.10.2.2:5155
Server address : 10.10.1.1:5615, Client address 10.10.1.2:6691
Server address : 10.10.2.1:5517, Client address 10.10.2.2:4594
Server address : 10.10.1.1:5915, Client address 10.10.1.2:5387
