Server address : 10.10.1.1:4433, Client address 10.10.1.2:5406
Server address : 10.10.2.1:4514, Client address 10.10.2.2:6016
Server address : 10.10.1.1:6991, Client address 10.10.1.2:6766
Server address : 10.10.2.1:6891, Client address 10.10.2.2:4589
Server address : 10.10.1.1:5393, Client address 10.10.1.2:5676
Server address : 10.10.2.1:6807, Client address 10.10.2.2:5727
Server address : 10.10.1.1:6424, Client address 10.10.1.2:6024
Server address : 10.10.2.1:4626, Client address 10.10.2.2:4932
Server address : 10.10.1.1:4690, Client address 10.10.1.2:4813
Server address : 10.10.2.1:5029, Client address 10.10.2.2:6247
Server address : 10.10.1.1:6546, Client address 10.10.1.2:5082
Server address : 10.10.2.1:4509, Client address 10.10.2.2:5516
