Server address : 10.10.1.1:4433, Client address 10.10.1.2:6005
Server address : 10.10.2.1:6276, Client address 10.10.2.2:6666
Server address : 10.10.1.1:6104, Client address 10.10.1.2:5982
Server address : 10.10.2.1:5192, Client address 10.10.2.2:5950
Server address : 10.10.1.1:5903, Client address 10.10.1.2:5470
Server address : 10.10.2.1:6557, Client address 10.10.2.2:6782
Server address : 10.10.1.1:6985, Client address 10.10.1.2:4634
Server address : 10.10.2.1:4679, Client address 10.10.2.2:6160
Server address : 10.10.1.1:6270, Client address 10.10.1.2:6416
Server address : 10.10.2.1:6189, Client address 10.10.2.2:6596
Server address : 10.10.1.1:4610, Client address 10.10.1.2:4895
Server address : 10.10.2.1:4897, Client address 10.10.2.2:5717
Server address : 10.10.1.1:6282, Client address 10.10.1.2:5162
