  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
05:33:14      5.58      2.05      0.00      0.00      0.00      0.00
05:33:15      5.43      1.47  75782.35     69.76  65576.66    133.07
05:33:16      5.22      0.00  1.75e+06    949.56  1.95e+06    885.95
05:33:17      2.52      0.00  1.91e+06    890.48  2.02e+06    919.94
05:33:18      5.74      0.06  1.91e+06    885.74  1.99e+06    944.00
05:33:19      3.57      0.00  1.78e+06    845.78  2.02e+06    915.28
05:33:20      4.63      0.00  1.84e+06    970.71  2.14e+06    981.98
05:33:21      2.58      0.00  1.85e+06    972.88  2.16e+06    961.04
05:33:22      4.80      0.00  1.84e+06    957.98  2.11e+06    957.78
05:33:23      3.04      0.00  1.90e+06    920.37  2.15e+06   1055.35
05:33:24      5.39      0.00  1.94e+06    886.64  2.13e+06   1152.63
05:33:25      3.80      0.00  1.91e+06    922.42  2.12e+06   1128.79
05:33:26      4.86      0.00  1.97e+06    880.00  2.04e+06    950.58
05:33:27      5.50      0.00  2.03e+06    960.86  2.00e+06    923.58
05:33:28      2.93      0.00  1.97e+06    876.02  1.99e+06    913.27
05:33:29      3.92      0.00  1.95e+06    798.94  1.99e+06    930.82
05:33:30      5.27      0.00  1.97e+06    821.14  1.99e+06    890.44
05:33:31      3.86      0.00  1.98e+06    843.97  1.98e+06    940.74
05:33:32      3.57      0.00  1.97e+06    798.91  1.95e+06    944.77
05:33:33      4.57      0.09  1.97e+06    854.81  1.97e+06    898.05
05:33:34      3.28      0.00  1.93e+06    827.09  1.97e+06    915.45
05:33:35      5.03      0.24  1.80e+06    763.45  1.82e+06    860.22
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
05:33:36      2.48      0.75      0.00      0.00      0.00      0.00
05:33:37      5.37      2.00      0.00      0.00      0.00      0.00
05:33:38      5.18      0.34      0.00      0.00      0.00      0.00
05:33:39      5.93      1.04      0.00      0.00      0.00      0.00
05:33:40      5.12      1.54      0.00      0.00      0.00      0.00
05:33:41      6.97      2.11      0.00      0.00      0.00      0.00
05:33:42      4.51      0.88      0.00      0.00      0.00      0.00
05:33:43      3.38      0.21      0.00      0.00      0.00      0.00
05:33:44      5.26      1.83      0.00      0.00      0.00      0.00
05:33:45      5.64      1.51      0.00      0.00      0.00      0.00
05:33:46      5.73      1.34      0.00      0.00      0.00      0.00
05:33:47      6.01      2.00      0.00      0.00      0.00      0.00
05:33:48      4.53      0.34      0.00      0.00      0.00      0.00
05:33:49      5.17      1.04      0.00      0.00      0.00      0.00
05:33:50      4.55      1.47      0.00      0.00      0.00      0.00
05:33:51      4.21      1.36      0.00      0.00      0.00      0.00
05:33:52      6.87      2.18      0.00      0.00      0.00      0.00
05:33:53      3.40      2.30      0.00      0.00      0.00      0.00
05:33:54      6.45      2.85      0.00      0.00      0.00      0.00
05:33:55      5.18      2.10      0.00      0.00      0.00      0.00
05:33:56      4.67      1.40      0.00      0.00      0.00      0.00
05:33:57      5.16      1.43      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
05:33:58      3.30      0.77      0.00      0.00      0.00      0.00
05:33:59      4.48      0.39      0.00      0.00      0.00      0.00
05:34:00      5.50      1.83      0.00      0.00      0.00      0.00
05:34:01      4.85      0.58      0.00      0.00      0.00      0.00
05:34:02      7.03      2.95      0.00      0.00      0.00      0.00
05:34:03      4.40      0.88      0.00      0.00      0.00      0.00
05:34:04      4.43      0.21      0.00      0.00      0.00      0.00
05:34:05      5.38      1.83      0.00      0.00      0.00      0.00
05:34:06      5.20      1.13      0.00      0.00      0.00      0.00
05:34:07      4.48      1.43      0.00      0.00      0.00      0.00
05:34:08      5.31      2.00      0.00      0.00      0.00      0.00
05:34:09      3.95      0.34      0.00      0.00      0.00      0.00
05:34:10      6.05      1.04      0.00      0.00      0.00      0.00
05:34:11      4.26      1.47      0.00      0.00      0.00      0.00
