Server address : 10.10.1.1:4433, Client address 10.10.1.2:6714
Server address : 10.10.2.1:4525, Client address 10.10.2.2:6685
Server address : 10.10.1.1:6389, Client address 10.10.1.2:6622
Server address : 10.10.2.1:6705, Client address 10.10.2.2:5165
Server address : 10.10.1.1:5014, Client address 10.10.1.2:5567
Server address : 10.10.2.1:4717, Client address 10.10.2.2:5996
Server address : 10.10.1.1:5109, Client address 10.10.1.2:4458
Server address : 10.10.2.1:6160, Client address 10.10.2.2:5941
Server address : 10.10.1.1:6280, Client address 10.10.1.2:6204
Server address : 10.10.2.1:6195, Client address 10.10.2.2:5638
Server address : 10.10.1.1:5612, Client address 10.10.1.2:6387
