Server address : 10.10.1.1:4433, Client address 10.10.1.2:6698
Server address : 10.10.2.1:5700, Client address 10.10.2.2:5694
Server address : 10.10.1.1:6969, Client address 10.10.1.2:5449
Server address : 10.10.2.1:4854, Client address 10.10.2.2:5574
Server address : 10.10.1.1:5799, Client address 10.10.1.2:6341
Server address : 10.10.2.1:6028, Client address 10.10.2.2:6641
Server address : 10.10.1.1:5043, Client address 10.10.1.2:5452
Server address : 10.10.2.1:6888, Client address 10.10.2.2:6755
Server address : 10.10.1.1:6991, Client address 10.10.1.2:5139
Server address : 10.10.2.1:5112, Client address 10.10.2.2:5550
Server address : 10.10.1.1:6953, Client address 10.10.1.2:4967
Server address : 10.10.2.1:5513, Client address 10.10.2.2:5397
Server address : 10.10.1.1:6716, Client address 10.10.1.2:5594
Server address : 10.10.2.1:4981, Client address 10.10.2.2:6048
Server address : 10.10.1.1:4830, Client address 10.10.1.2:5837
Server address : 10.10.2.1:4978, Client address 10.10.2.2:5165
