Linux 5.15.0-86-generic (client.vingenzi-208469.improvprot-pg0.utah.cloudlab.us) 	06/02/2024 	_x86_64_	(32 CPU)

10:24:36 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:24:37 AM  all   18.20    0.00    9.10    0.00    0.00    9.17    0.00    0.00    0.00   63.53
10:24:37 AM    0    2.06    0.00    0.00    0.00    0.00   27.84    0.00    0.00    0.00   70.10
10:24:37 AM    1   16.16    0.00    9.09    0.00    0.00    8.08    0.00    0.00    0.00   66.67
10:24:37 AM    2   15.15    0.00   10.10    0.00    0.00   11.11    0.00    0.00    0.00   63.64
10:24:37 AM    3   18.63    0.00    9.80    0.00    0.00    0.98    0.00    0.00    0.00   70.59
10:24:37 AM    4   21.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00   66.00
10:24:37 AM    5   35.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00   52.00
10:24:37 AM    6   14.00    0.00   13.00    0.00    0.00   11.00    0.00    0.00    0.00   62.00
10:24:37 AM    7   12.87    0.00    7.92    0.00    0.00   20.79    0.00    0.00    0.00   58.42
10:24:37 AM    8    6.06    0.00    7.07    0.00    0.00   21.21    0.00    0.00    0.00   65.66
10:24:37 AM    9   18.81    0.00    9.90    0.00    0.00    6.93    0.00    0.00    0.00   64.36
10:24:37 AM   10   20.20    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   69.70
10:24:37 AM   11   19.39    0.00   13.27    0.00    0.00    0.00    0.00    0.00    0.00   67.35
10:24:37 AM   12   51.52    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   39.39
10:24:37 AM   13    3.03    0.00    2.02    0.00    0.00   24.24    0.00    0.00    0.00   70.71
10:24:37 AM   14   14.14    0.00    6.06    0.00    0.00   15.15    0.00    0.00    0.00   64.65
10:24:37 AM   15   22.77    0.00   11.88    0.00    0.00    0.00    0.00    0.00    0.00   65.35

10:24:37 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:24:38 AM  all   39.49    0.00   25.22    0.00    0.00   25.03    0.00    0.00    0.00   10.26
10:24:38 AM    0    0.00    0.00    0.00    0.00    0.00   92.93    0.00    0.00    0.00    7.07
10:24:38 AM    1   45.54    0.00   28.71    0.00    0.00   16.83    0.00    0.00    0.00    8.91
10:24:38 AM    2   40.00    0.00   19.00    0.00    0.00   32.00    0.00    0.00    0.00    9.00
10:24:38 AM    3   58.00    0.00   34.00    0.00    0.00    1.00    0.00    0.00    0.00    7.00
10:24:38 AM    4   51.55    0.00   38.14    0.00    0.00    0.00    0.00    0.00    0.00   10.31
10:24:38 AM    5   55.10    0.00   36.73    0.00    0.00    1.02    0.00    0.00    0.00    7.14
10:24:38 AM    6   34.00    0.00   25.00    0.00    0.00   33.00    0.00    0.00    0.00    8.00
10:24:38 AM    7   15.00    0.00   14.00    0.00    0.00   67.00    0.00    0.00    0.00    4.00
10:24:38 AM    8   28.00    0.00   18.00    0.00    0.00   39.00    0.00    0.00    0.00   15.00
10:24:38 AM    9   44.12    0.00   28.43    0.00    0.00   20.59    0.00    0.00    0.00    6.86
10:24:38 AM   10   56.44    0.00   35.64    0.00    0.00    1.98    0.00    0.00    0.00    5.94
10:24:38 AM   11   57.73    0.00   31.96    0.00    0.00    0.00    0.00    0.00    0.00   10.31
10:24:38 AM   12   54.46    0.00   33.66    0.00    0.00    0.00    0.00    0.00    0.00   11.88
