Server address : 10.10.1.1:4433, Client address 10.10.1.2:6981
Server address : 10.10.2.1:5458, Client address 10.10.2.2:5587
Server address : 10.10.1.1:4740, Client address 10.10.1.2:5640
Server address : 10.10.2.1:6278, Client address 10.10.2.2:6103
Server address : 10.10.1.1:5971, Client address 10.10.1.2:5656
Server address : 10.10.2.1:5784, Client address 10.10.2.2:6201
Server address : 10.10.1.1:5314, Client address 10.10.1.2:6722
Server address : 10.10.2.1:6369, Client address 10.10.2.2:6541
Server address : 10.10.1.1:6384, Client address 10.10.1.2:5246
Server address : 10.10.2.1:4903, Client address 10.10.2.2:6137
Server address : 10.10.1.1:5630, Client address 10.10.1.2:5863
Server address : 10.10.2.1:6944, Client address 10.10.2.2:5980
Server address : 10.10.1.1:4695, Client address 10.10.1.2:6993
Server address : 10.10.2.1:4871, Client address 10.10.2.2:5743
