  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
00:35:56      8.38      4.55  65780.49    137.26      0.00      0.00
00:35:57      4.21      0.00  349590.7    216.23      0.00      0.00
00:35:58      2.99      0.00  347164.9    245.30      0.00      0.00
00:35:59      3.69      0.00  347276.1    245.20      0.00      0.00
00:36:00      5.64      2.86  347368.3    254.23      0.00      0.00
00:36:01      3.75      0.00  348144.2    255.24      0.00      0.00
00:36:02      2.81      0.00  347936.1    255.01      0.00      0.00
00:36:03      3.28      0.00  348175.5    255.31      0.00      0.00
00:36:04      2.17      0.00  348296.0    255.30      0.00      0.00
00:36:05      4.27      0.00  348222.0    255.25      0.00      0.00
00:36:06      2.05      0.00  348350.8    255.30      0.00      0.00
00:36:07      2.75      0.00  348116.0    255.20      0.00      0.00
00:36:08      2.40      0.00  348197.9    255.48      0.00      0.00
00:36:09      3.22      0.00  347900.9    255.11      0.00      0.00
00:36:10      3.10      0.08  348036.6    255.01      0.00      0.00
00:36:11      3.57      0.00  348052.0    255.37      0.00      0.00
00:36:12      5.91      0.00  348294.2    255.29      0.00      0.00
00:36:13      4.16      0.06  349133.7    255.79      0.00      0.00
00:36:14      4.16      0.00  348338.1    255.51      0.00      0.00
00:36:15      4.57      0.00  348487.4    255.40      0.00      0.00
00:36:16     12.59      8.55  272722.9    200.31      0.00      0.00
00:36:17     13.10     10.26      0.00      0.00      0.00      0.00
  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
00:36:18     24.74     18.55      0.00      0.00      0.00      0.00
00:36:19     31.79     21.65      0.00      0.00      0.00      0.00
