Server address : 10.10.1.1:4433, Client address 10.10.1.2:4994
Server address : 10.10.2.1:5650, Client address 10.10.2.2:6305
Server address : 10.10.1.1:6644, Client address 10.10.1.2:6695
Server address : 10.10.2.1:5047, Client address 10.10.2.2:6578
Server address : 10.10.1.1:4955, Client address 10.10.1.2:4610
Server address : 10.10.2.1:6655, Client address 10.10.2.2:6959
Server address : 10.10.1.1:5099, Client address 10.10.1.2:6400
Server address : 10.10.2.1:5296, Client address 10.10.2.2:4580
Server address : 10.10.1.1:6316, Client address 10.10.1.2:6097
Server address : 10.10.2.1:6552, Client address 10.10.2.2:6227
Server address : 10.10.1.1:6993, Client address 10.10.1.2:6433
Server address : 10.10.2.1:5643, Client address 10.10.2.2:4466
