Server address : 10.10.1.1:4433, Client address 10.10.1.2:5708
Server address : 10.10.2.1:6125, Client address 10.10.2.2:4948
Server address : 10.10.1.1:4985, Client address 10.10.1.2:6912
Server address : 10.10.2.1:6757, Client address 10.10.2.2:4722
Server address : 10.10.1.1:6422, Client address 10.10.1.2:5680
Server address : 10.10.2.1:4879, Client address 10.10.2.2:5248
Server address : 10.10.1.1:5221, Client address 10.10.1.2:5981
Server address : 10.10.2.1:6032, Client address 10.10.2.2:5394
Server address : 10.10.1.1:5144, Client address 10.10.1.2:4862
Server address : 10.10.2.1:4833, Client address 10.10.2.2:5000
Server address : 10.10.1.1:6892, Client address 10.10.1.2:5460
Server address : 10.10.2.1:5033, Client address 10.10.2.2:5591
