Linux 5.15.0-86-generic (client.vingenzi-207649.improvprot-pg0.utah.cloudlab.us) 	05/23/2024 	_x86_64_	(32 CPU)

01:34:16 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:34:17 PM  all    1.82    0.00    0.75    0.00    0.00    0.31    0.00    0.00    0.00   97.12
01:34:17 PM    0    2.02    0.00    0.00    0.00    0.00    1.01    0.00    0.00    0.00   96.97
01:34:17 PM    1    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
01:34:17 PM    2    4.95    0.00    1.98    0.00    0.00    0.99    0.00    0.00    0.00   92.08
01:34:17 PM    3    3.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
01:34:17 PM    4    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
01:34:17 PM    5    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
01:34:17 PM    6    1.98    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   97.03
01:34:17 PM    7    7.92    0.00    1.98    0.00    0.00    0.99    0.00    0.00    0.00   89.11
01:34:17 PM    8    1.01    0.00    0.00    0.00    0.00    1.01    0.00    0.00    0.00   97.98
01:34:17 PM    9    2.04    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   95.92
01:34:17 PM   10    3.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.96
01:34:17 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:34:17 PM   12    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:34:17 PM   13    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
01:34:17 PM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:34:17 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01:34:17 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:34:18 PM  all   15.05    0.00   16.45    0.00    0.00    6.01    0.00    0.00    0.00   62.49
01:34:18 PM    0   11.22    0.00    8.16    0.00    0.00    9.18    0.00    0.00    0.00   71.43
01:34:18 PM    1   22.00    0.00   25.00    0.00    0.00    0.00    0.00    0.00    0.00   53.00
01:34:18 PM    2   19.00    0.00   20.00    0.00    0.00   13.00    0.00    0.00    0.00   48.00
01:34:18 PM    3   23.96    0.00   21.88    0.00    0.00    0.00    0.00    0.00    0.00   54.17
01:34:18 PM    4   25.49    0.00   24.51    0.00    0.00    0.00    0.00    0.00    0.00   50.00
01:34:18 PM    5    9.09    0.00   13.13    0.00    0.00    0.00    0.00    0.00    0.00   77.78
