Server address : 10.10.1.1:4433, Client address 10.10.1.2:5074
Server address : 10.10.2.1:5410, Client address 10.10.2.2:6338
Server address : 10.10.1.1:4925, Client address 10.10.1.2:6279
Server address : 10.10.2.1:4633, Client address 10.10.2.2:6863
Server address : 10.10.1.1:5758, Client address 10.10.1.2:6520
Server address : 10.10.2.1:5819, Client address 10.10.2.2:5375
Server address : 10.10.1.1:6681, Client address 10.10.1.2:6679
Server address : 10.10.2.1:5456, Client address 10.10.2.2:6643
Server address : 10.10.1.1:5690, Client address 10.10.1.2:6736
Server address : 10.10.2.1:6872, Client address 10.10.2.2:6660
Server address : 10.10.1.1:6841, Client address 10.10.1.2:6226
Server address : 10.10.2.1:5632, Client address 10.10.2.2:6416
