  Time         eno33np0          enp65s0f0np0        enp65s0f1np1   
HH:MM:SS   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
12:04:23      8.61      4.55  20437.37    112.92  17518.85     94.31
12:04:24      3.22      0.00  216651.8    771.77  185836.2    651.29
12:04:25      3.10      0.00  219249.3    723.68  187959.0    654.51
12:04:26      2.94      0.40  219595.7    744.62  188208.6    626.99
12:04:27      3.28      0.00  217488.1    698.22  186420.7    656.86
12:04:28      2.22      0.00  217496.8    777.56  186500.6    597.58
12:04:29      2.52      0.00  219866.9    639.51  188472.4    515.42
12:04:30      4.63      0.00  222707.5    502.47  190775.0    427.31
12:04:31      2.63      0.00  222633.5    521.98  190945.9    384.15
12:04:32      3.92      0.00  221805.7    518.15  189971.2    404.35
12:04:33      4.27      0.12  222981.3    456.54  191094.0    440.71
12:04:34      2.75      0.00  223356.7    484.07  191410.8    427.85
12:04:35      4.57      0.00  222679.0    495.02  190992.1    405.12
12:04:36      4.68      0.06  222277.6    482.54  190381.9    447.27
12:04:37      3.28      0.06  222605.5    487.90  190906.5    418.98
12:04:38      3.10      0.00  223192.8    495.83  191197.5    404.36
12:04:39      2.11      0.00  223418.9    467.09  191377.7    444.74
12:04:40      3.16      0.00  222664.6    477.10  191128.1    428.79
12:04:41      1.99      0.06  223436.8    483.81  191445.5    409.97
12:04:42      3.57      0.06  222925.1    476.30  191102.6    413.31
12:04:43      7.83      5.08  187018.7    446.02  160251.0    317.48
12:04:44     19.38     13.82      0.00      0.00      0.00      0.00
